Variable,L_DATA,L_TYPE,L_BRAND,L_STRATEGIC PILLAR,L_DEMOGRAPHIC,L_MARKETINGSEGMENT,L_CAMPAIGN,L_PROGRAM,L_PROGRAMCATEGORY,L_ACTIVITY,L_METRIC,Data,Type,BRAND,STRATEGIC PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,var_wo_metric, spend 1 yr , spend 3 yrs ,APL,sign,Priority
CRL_CMP_O91_XXX_XXX_RMC_NAT_ENT_CAH_MGZ_AUD,CRL,CMP,o91,XXX,XXX,RMC,NAT,ENT,CAH,MGZ,AUD,Control,Competitor Media,quickflix,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Magazines,Spend,CRL_CMP_O91_XXX_XXX_RMC_NAT_ENT_CAH_MGZ,314639.4196,1731203.141,Yes,NEG,100
CRL_CMP_O91_XXX_XXX_RMC_NAT_ENT_CAH_MPS_AUD,CRL,CMP,o91,XXX,XXX,RMC,NAT,ENT,CAH,MPS,AUD,Control,Competitor Media,quickflix,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Metropolitan Press,Spend,CRL_CMP_O91_XXX_XXX_RMC_NAT_ENT_CAH_MPS,448975.6126,2840719.254,Yes,NEG,100
CRL_CMP_O91_XXX_XXX_RMC_NAT_ENT_CAH_ONL_AUD,CRL,CMP,o91,XXX,XXX,RMC,NAT,ENT,CAH,ONL,AUD,Control,Competitor Media,quickflix,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Online,Spend,CRL_CMP_O91_XXX_XXX_RMC_NAT_ENT_CAH_ONL,153655.3173,2016467.165,Yes,NEG,100
CRL_CMP_O92_XXX_XXX_BRD_NAT_OTH_NLC_ONL_AUD,CRL,CMP,o92,XXX,XXX,BRD,NAT,OTH,NLC,ONL,AUD,Control,Competitor Media,Starhub,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Online,Spend,CRL_CMP_O92_XXX_XXX_BRD_NAT_OTH_NLC_ONL,289943.3783,2986967.122,Yes,NEG,100
CRL_CMP_O93_XXX_XXX_RMB_NAT_FNB_PSM_ONL_AUD,CRL,CMP,o93,XXX,XXX,RMB,NAT,FNB,PSM,ONL,AUD,Control,Competitor Media,Total Fitouts,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Online,Spend,CRL_CMP_O93_XXX_XXX_RMB_NAT_FNB_PSM_ONL,443538.8094,2727729.515,Yes,NEG,100
CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_MGZ_AUD,CRL,CMP,o94,XXX,XXX,RMC,NAT,PRE,CMB,MGZ,AUD,Control,Competitor Media,TravelSIM,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Magazines,Spend,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_MGZ,197659.0537,103145.3048,Yes,NEG,4
CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD,CRL,CMP,o94,XXX,XXX,RMC,NAT,PRE,CMB,ONL,AUD,Control,Competitor Media,TravelSIM,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Online,Spend,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL,628031.9091,1690343.716,Yes,NEG,4
CRL_CMP_O95_XXX_XXX_RMC_NAT_VDS_ENG_ONL_AUD,CRL,CMP,o95,XXX,XXX,RMC,NAT,VDS,ENG,ONL,AUD,Control,Competitor Media,Uctv,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Value Added Services,Consumer - Engagement,Online,Spend,CRL_CMP_O95_XXX_XXX_RMC_NAT_VDS_ENG_ONL,93928.02824,823550.7015,Yes,NEG,100
CRL_CMP_O96_XXX_XXX_RMC_NAT_ENT_CAH_ONL_AUD,CRL,CMP,o96,XXX,XXX,RMC,NAT,ENT,CAH,ONL,AUD,Control,Competitor Media,Vimeo,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Online,Spend,CRL_CMP_O96_XXX_XXX_RMC_NAT_ENT_CAH_ONL,660509.5624,2737909.549,Yes,NEG,100
CRL_CMP_O97_XXX_XXX_RMB_NAT_GPS_PSM_ONL_AUD,CRL,CMP,o97,XXX,XXX,RMB,NAT,GPS,PSM,ONL,AUD,Control,Competitor Media,Webcity,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Global Products & Solutions,Solutions Marketing,Online,Spend,CRL_CMP_O97_XXX_XXX_RMB_NAT_GPS_PSM_ONL,534797.8958,2035876.457,Yes,NEG,100
CRL_CMP_O98_XXX_XXX_RMC_NAT_ENT_CAH_MTV_AUD,CRL,CMP,o98,XXX,XXX,RMC,NAT,ENT,CAH,MTV,AUD,Control,Competitor Media,Yahoo,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Metropolitan Television,Spend,CRL_CMP_O98_XXX_XXX_RMC_NAT_ENT_CAH_MTV,276805.6501,1483914.527,Yes,NEG,100
CRL_CMP_O98_XXX_XXX_RMC_NAT_ENT_CAH_ONL_AUD,CRL,CMP,o98,XXX,XXX,RMC,NAT,ENT,CAH,ONL,AUD,Control,Competitor Media,Yahoo,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Online,Spend,CRL_CMP_O98_XXX_XXX_RMC_NAT_ENT_CAH_ONL,881251.1162,2420622.13,Yes,NEG,100
CRL_CMP_O99_XXX_XXX_RMB_NAT_OTH_PSM_MPS_AUD,CRL,CMP,o99,XXX,XXX,RMB,NAT,OTH,PSM,MPS,AUD,Control,Competitor Media,ANT,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Other,Solutions Marketing,Metropolitan Press,Spend,CRL_CMP_O99_XXX_XXX_RMB_NAT_OTH_PSM_MPS,524195.8995,735571.8468,Yes,NEG,100
CRL_CMP_O99_XXX_XXX_RMC_NAT_NBN_CAH_ONL_AUD,CRL,CMP,o99,XXX,XXX,RMC,NAT,NBN,CAH,ONL,AUD,Control,Competitor Media,ANT,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,NBN,Consumer - At Home,Online,Spend,CRL_CMP_O99_XXX_XXX_RMC_NAT_NBN_CAH_ONL,258021.2006,2176166.148,Yes,NEG,100
CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MGZ_AUD,CRL,CMP,oo1,XXX,XXX,RMC,NAT,VDS,ENG,MGZ,AUD,Control,Competitor Media,AFL,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Value Added Services,Consumer - Engagement,Magazines,Spend,CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MGZ,181515.9878,718352.4658,Yes,NEG,100
CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MPS_AUD,CRL,CMP,oo1,XXX,XXX,RMC,NAT,VDS,ENG,MPS,AUD,Control,Competitor Media,AFL,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Value Added Services,Consumer - Engagement,Metropolitan Press,Spend,CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MPS,778575.2106,75310.09693,Yes,NEG,100
CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MRD_AUD,CRL,CMP,oo1,XXX,XXX,RMC,NAT,VDS,ENG,MRD,AUD,Control,Competitor Media,AFL,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Value Added Services,Consumer - Engagement,Metropolitan Radio,Spend,CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MRD,633209.1754,1054999.607,Yes,NEG,100
CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MTV_AUD,CRL,CMP,oo1,XXX,XXX,RMC,NAT,VDS,ENG,MTV,AUD,Control,Competitor Media,AFL,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Value Added Services,Consumer - Engagement,Metropolitan Television,Spend,CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_MTV,152305.0008,1065336.304,Yes,NEG,100
CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_ONL_AUD,CRL,CMP,oo1,XXX,XXX,RMC,NAT,VDS,ENG,ONL,AUD,Control,Competitor Media,AFL,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Value Added Services,Consumer - Engagement,Online,Spend,CRL_CMP_OO1_XXX_XXX_RMC_NAT_VDS_ENG_ONL,732329.3311,358008.251,Yes,NEG,100
CRL_CMP_OO2_XXX_XXX_RMC_NAT_BLM_RIS_RPS_AUD,CRL,CMP,oo2,XXX,XXX,RMC,NAT,BLM,RIS,RPS,AUD,Control,Competitor Media,Bendigo Smartphone Specialist,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Press,Spend,CRL_CMP_OO2_XXX_XXX_RMC_NAT_BLM_RIS_RPS,742263.3352,697927.0148,Yes,NEG,100
CRL_CMP_OO2_XXX_XXX_RMC_NAT_BLM_RIS_RTV_AUD,CRL,CMP,oo2,XXX,XXX,RMC,NAT,BLM,RIS,RTV,AUD,Control,Competitor Media,Bendigo Smartphone Specialist,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Television,Spend,CRL_CMP_OO2_XXX_XXX_RMC_NAT_BLM_RIS_RTV,839697.0439,2356008.49,Yes,NEG,100
CRL_CMP_OO3_XXX_XXX_BRD_NAT_OTH_NLC_ONL_AUD,CRL,CMP,oo3,XXX,XXX,BRD,NAT,OTH,NLC,ONL,AUD,Control,Competitor Media,Boost,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Online,Spend,CRL_CMP_OO3_XXX_XXX_BRD_NAT_OTH_NLC_ONL,790054.2388,365858.4244,Yes,NEG,100
CRL_CMP_OO3_XXX_XXX_RMC_NAT_BLM_RIS_DIG_AUD,CRL,CMP,oo3,XXX,XXX,RMC,NAT,BLM,RIS,DIG,AUD,Control,Competitor Media,Boost,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Digital,Spend,CRL_CMP_OO3_XXX_XXX_RMC_NAT_BLM_RIS_DIG,561428.362,1895387.186,Yes,NEG,100
CRL_CMP_OO3_XXX_XXX_RMC_NAT_BLM_RIS_ONL_AUD,CRL,CMP,oo3,XXX,XXX,RMC,NAT,BLM,RIS,ONL,AUD,Control,Competitor Media,Boost,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Online,Spend,CRL_CMP_OO3_XXX_XXX_RMC_NAT_BLM_RIS_ONL,464906.1357,2940134.091,Yes,NEG,100
CRL_CMP_OO3_XXX_XXX_RMC_NAT_PRE_CMB_MTV_AUD,CRL,CMP,oo3,XXX,XXX,RMC,NAT,PRE,CMB,MTV,AUD,Control,Competitor Media,Boost,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Metropolitan Television,Spend,CRL_CMP_OO3_XXX_XXX_RMC_NAT_PRE_CMB_MTV,973282.2384,99525.40933,Yes,NEG,4
CRL_CMP_OO3_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD,CRL,CMP,oo3,XXX,XXX,RMC,NAT,PRE,CMB,ONL,AUD,Control,Competitor Media,Boost,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Online,Spend,CRL_CMP_OO3_XXX_XXX_RMC_NAT_PRE_CMB_ONL,799781.4844,1426727.96,Yes,NEG,4
CRL_CMP_OO3_XXX_XXX_RMC_NAT_PRE_CMB_RTV_AUD,CRL,CMP,oo3,XXX,XXX,RMC,NAT,PRE,CMB,RTV,AUD,Control,Competitor Media,Boost,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Regional Television,Spend,CRL_CMP_OO3_XXX_XXX_RMC_NAT_PRE_CMB_RTV,997925.7829,2770721.42,Yes,NEG,4
CRL_CMP_OO4_XXX_XXX_RMC_NAT_BLM_RIS_RTV_AUD,CRL,CMP,oo4,XXX,XXX,RMC,NAT,BLM,RIS,RTV,AUD,Control,Competitor Media,C&R,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Television,Spend,CRL_CMP_OO4_XXX_XXX_RMC_NAT_BLM_RIS_RTV,499745.504,981385.3579,Yes,NEG,100
CRL_CMP_OO5_XXX_XXX_RMC_NAT_BLM_RIS_RPS_AUD,CRL,CMP,oo5,XXX,XXX,RMC,NAT,BLM,RIS,RPS,AUD,Control,Competitor Media,Capricorn,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Press,Spend,CRL_CMP_OO5_XXX_XXX_RMC_NAT_BLM_RIS_RPS,383289.8098,129836.2197,Yes,NEG,100
CRL_CMP_OO5_XXX_XXX_RMC_NAT_BLM_RIS_RTV_AUD,CRL,CMP,oo5,XXX,XXX,RMC,NAT,BLM,RIS,RTV,AUD,Control,Competitor Media,Capricorn,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Television,Spend,CRL_CMP_OO5_XXX_XXX_RMC_NAT_BLM_RIS_RTV,962280.3988,1456181.373,Yes,NEG,100
CRL_CMP_OO6_XXX_XXX_RMC_NAT_BLM_RIS_DIG_AUD,CRL,CMP,oo6,XXX,XXX,RMC,NAT,BLM,RIS,DIG,AUD,Control,Competitor Media,Carphone Warehouse,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Digital,Spend,CRL_CMP_OO6_XXX_XXX_RMC_NAT_BLM_RIS_DIG,811336.6749,2736856.562,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_BRD_NAT_OTH_NLC_MTV_AUD,CRL,CMP,oo7,XXX,XXX,BRD,NAT,OTH,NLC,MTV,AUD,Control,Competitor Media,Commander,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Metropolitan Television,Spend,CRL_CMP_OO7_XXX_XXX_BRD_NAT_OTH_NLC_MTV,726427.8707,1603875.1,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_MRD_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,FNB,PSM,MRD,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Metropolitan Radio,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_MRD,37537.52755,785319.773,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_MTV_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,FNB,PSM,MTV,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Metropolitan Television,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_MTV,907504.4995,1614560.952,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_ONL_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,FNB,PSM,ONL,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Online,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_ONL,103168.7733,1020136.358,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_RPS_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,FNB,PSM,RPS,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Regional Press,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_RPS,168034.6313,548040.9945,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_RTV_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,FNB,PSM,RTV,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Regional Television,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_FNB_PSM_RTV,550424.9788,2935688.592,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_OTH_PSM_MPS_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,OTH,PSM,MPS,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Other,Solutions Marketing,Metropolitan Press,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_OTH_PSM_MPS,632475.5423,989986.7042,Yes,NEG,100
CRL_CMP_OO7_XXX_XXX_RMB_NAT_OTH_PSM_MTV_AUD,CRL,CMP,oo7,XXX,XXX,RMB,NAT,OTH,PSM,MTV,AUD,Control,Competitor Media,Commander,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Other,Solutions Marketing,Metropolitan Television,Spend,CRL_CMP_OO7_XXX_XXX_RMB_NAT_OTH_PSM_MTV,345332.5558,219141.6515,Yes,NEG,100
CRL_CMP_OO8_XXX_XXX_RMC_NAT_BLM_RIS_RTV_AUD,CRL,CMP,oo8,XXX,XXX,RMC,NAT,BLM,RIS,RTV,AUD,Control,Competitor Media,Comtel,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Television,Spend,CRL_CMP_OO8_XXX_XXX_RMC_NAT_BLM_RIS_RTV,232890.9712,758107.659,Yes,NEG,100
CRL_CMP_OO9_XXX_XXX_RMC_NAT_CPS_RIS_MRD_AUD,CRL,CMP,oo9,XXX,XXX,RMC,NAT,CPS,RIS,MRD,AUD,Control,Competitor Media,Ctccommunications,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Consumer POS,Retail Channel Marketing,Metropolitan Radio,Spend,CRL_CMP_OO9_XXX_XXX_RMC_NAT_CPS_RIS_MRD,433974.8784,784494.1631,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OLY_NLC_MTV_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OLY,NLC,MTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Best of Sports/Olympics,Network Leadership- Consumer,Metropolitan Television,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OLY_NLC_MTV,911132.463,1443065.01,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_DIG_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,DIG,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Digital,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_DIG,609012.0507,1411262.832,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_MPS_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,MPS,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Metropolitan Press,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_MPS,477469.0896,1494825.938,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_MRD_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,MRD,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Metropolitan Radio,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_MRD,669277.4721,348956.3832,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_MTV_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,MTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Metropolitan Television,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_MTV,46224.1392,887183.2106,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_ONL_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,ONL,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Online,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_ONL,168476.8126,2084626.577,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_RPS_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,RPS,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Regional Press,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_RPS,852486.942,2179150.646,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_RTV_AUD,CRL,CMP,OPT,XXX,XXX,BRD,NAT,OTH,NLC,RTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,Brand,NATIONAL,Other,Network Leadership- Consumer,Regional Television,Spend,CRL_CMP_OPT_XXX_XXX_BRD_NAT_OTH_NLC_RTV,633758.1729,2447493.21,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMB_NAT_FNB_PSM_MRD_AUD,CRL,CMP,OPT,XXX,XXX,RMB,NAT,FNB,PSM,MRD,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Metropolitan Radio,Spend,CRL_CMP_OPT_XXX_XXX_RMB_NAT_FNB_PSM_MRD,14899.21026,688309.5079,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMB_NAT_FNB_PSM_MTV_AUD,CRL,CMP,OPT,XXX,XXX,RMB,NAT,FNB,PSM,MTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Metropolitan Television,Spend,CRL_CMP_OPT_XXX_XXX_RMB_NAT_FNB_PSM_MTV,916088.0297,2350481.488,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMB_NAT_FNB_PSM_ONL_AUD,CRL,CMP,OPT,XXX,XXX,RMB,NAT,FNB,PSM,ONL,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Fixed and Bundles,Solutions Marketing,Online,Spend,CRL_CMP_OPT_XXX_XXX_RMB_NAT_FNB_PSM_ONL,812702.2336,537790.7008,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMB_NAT_MOB_PSM_ONL_AUD,CRL,CMP,OPT,XXX,XXX,RMB,NAT,MOB,PSM,ONL,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Business,NATIONAL,Mobility,Solutions Marketing,Online,Spend,CRL_CMP_OPT_XXX_XXX_RMB_NAT_MOB_PSM_ONL,952022.2281,1911458.873,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_DIG_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,DIG,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Digital,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_DIG,35121.36895,1032188.166,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_MPS_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,MPS,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Metropolitan Press,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_MPS,909210.4748,2046777.293,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_MRD_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,MRD,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Metropolitan Radio,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_MRD,656939.3861,2278616.705,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_MTV_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,MTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Metropolitan Television,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_MTV,351713.4023,2458645.91,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_ONL_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,ONL,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Online,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_ONL,506889.0398,1104143.445,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_RPS_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,RPS,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Press,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_RPS,785946.5874,1067786.618,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_RTV_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,BLM,RIS,RTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Business POS,Retail Channel Marketing,Regional Television,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_BLM_RIS_RTV,501780.4315,68935.63022,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_ENT_CAH_MGZ_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,ENT,CAH,MGZ,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Magazines,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_ENT_CAH_MGZ,924139.4126,1481807.488,Yes,NEG,100
CRL_CMP_OPT_XXX_XXX_RMC_NAT_ENT_CAH_MTV_AUD,CRL,CMP,OPT,XXX,XXX,RMC,NAT,ENT,CAH,MTV,AUD,Control,Competitor Media,Optus,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Entertainment,Consumer - At Home,Metropolitan Television,Spend,CRL_CMP_OPT_XXX_XXX_RMC_NAT_ENT_CAH_MTV,709056.5633,2099261.597,Yes,NEG,100
